pmcid,journal,year,doi,license,kept_abstract,kept_intro,kept_disc,w_abstract,w_intro,w_disc,in_seeds,abstract_structured,title
PMC9213419,Scientific Reports,2022,10.1038/s41598-022-13913-8,by,1,1,1,287,353,683,1,1,"Hilab system, a new point-of-care hematology analyzer supported by the Internet of Things and Artificial Intelligence"
PMC9243095,Scientific Reports,2022,10.1038/s41598-022-15052-6,by,1,1,1,205,1035,1216,1,0,"HEAT SHOCK TRANSCRIPTION FACTOR B2b acts as a transcriptional repressor of VIN3, a gene induced by long-term cold for fl"
PMC9206010,Scientific Reports,2022,10.1038/s41598-022-14467-5,by,1,1,1,136,635,1291,1,0,Streamlined and quantitative detection of chimerism using digital PCR
PMC9217956,Scientific Reports,2022,10.1038/s41598-022-14052-w,by,1,1,1,194,950,376,1,0,HDAC6 is a prognostic biomarker that mediates IL-13 expression to regulate macrophage polarization through AP-1 in oral 
PMC9243064,Scientific Reports,2022,10.1038/s41598-022-14701-0,by,1,1,1,201,320,1488,1,1,Lean non-alcoholic fatty liver disease (Lean-NAFLD) and the development of metabolic syndrome: a retrospective study
PMC9205925,Scientific Reports,2022,10.1038/s41598-022-12870-6,by,1,1,1,210,549,1743,1,1,Functional HLA-C expressing trophoblast spheroids as a model to study placental–maternal immune interactions during huma
PMC9205987,Scientific Reports,2022,10.1038/s41598-022-14892-6,by,0,0,0,0,0,0,0,0,Publisher Correction: Guiding cell migration in 3D with high-resolution photografting
PMC9226186,Scientific Reports,2022,10.1038/s41598-022-14663-3,by,1,1,1,203,440,1369,1,1,Canine root/cortical bone relation (CRCR) and the orthodontic tooth movement
PMC9117662,Nature Communications,2022,10.1038/s41467-022-30433-1,by,1,1,0,106,9306,0,0,1,Autophagy regulation by RNA alternative splicing and implications in human diseases
PMC9170684,Nature Communications,2022,10.1038/s41467-022-29656-z,by,1,1,1,148,598,1425,1,0,Diversity of spatiotemporal coding reveals specialized visual processing streams in the mouse cortex
PMC9240025,Nature Communications,2022,10.1038/s41467-022-31547-2,by,1,1,1,160,1263,166,1,1,Anionic polymerization of nonaromatic maleimide to achieve full-color nonconventional luminescence
PMC9160067,Nature Communications,2022,10.1038/s41467-022-30683-z,by,1,1,1,164,1458,543,1,1,From subcritical behavior to a correlation-induced transition in rumor models
PMC9151764,Nature Communications,2022,10.1038/s41467-022-30419-z,by,1,1,1,199,2587,2214,1,0,"Switches, stability and reversals in the evolutionary history of sexual systems in fish"
PMC9232534,Nature Communications,2022,10.1038/s41467-022-31359-4,by,1,1,1,169,592,141,1,1,Visible light-controlled living cationic polymerization of methoxystyrene
PMC9237045,Nature Communications,2022,10.1038/s41467-022-31322-3,by,1,1,1,157,652,1183,1,0,Frequency and mechanisms of LINE-1 retrotransposon insertions at CRISPR/Cas9 sites
PMC9156689,Nature Communications,2022,10.1038/s41467-022-30704-x,by,1,1,1,152,1169,1817,1,0,Dosage-sensitive miRNAs trigger modulation of gene expression during genomic imbalance in maize
PMC9163154,Nature Communications,2022,10.1038/s41467-022-29890-5,by,1,1,1,140,1296,401,1,0,A global comparison of building decarbonization scenarios by 2050 towards 1.5–2 °C targets
PMC9206016,Nature Communications,2022,10.1038/s41467-022-31178-7,by,1,1,0,100,344,101,1,1,Electrochemically driven regioselective C−H phosphorylation of group 8 metallocenes
PMC9133109,Nature Communications,2022,10.1038/s41467-022-30467-5,by,1,1,1,166,528,2925,1,0,Chondroitin sulfate proteoglycans prevent immune cell phenotypic conversion and inflammation resolution via TLR4 in rode
PMC9184521,Nature Communications,2022,10.1038/s41467-022-30829-z,by,1,1,0,155,563,0,1,0,Slowdown of photoexcited spin dynamics in the non-collinear spin-ordered phases in skyrmion host GaV4S8
PMC9117672,Nature Communications,2022,10.1038/s41467-022-30394-5,by,1,1,1,149,1141,2396,1,0,Tempo and drivers of plant diversification in the European mountain system
PMC9209528,Nature Communications,2022,10.1038/s41467-022-31062-4,by,1,1,1,153,691,863,1,1,Revealing the human mucinome
PMC9142584,Nature Communications,2022,10.1038/s41467-022-30585-0,by,1,1,1,179,351,904,1,1,Fluent molecular mixing of Tau isoforms in Alzheimer’s disease neurofibrillary tangles
PMC9177552,Nature Communications,2022,10.1038/s41467-022-30813-7,by,1,1,0,163,731,0,1,0,Efficient aqueous remote loading of peptides in poly(lactic-co-glycolic acid)
PMC9197933,Nature Communications,2022,10.1038/s41467-022-31072-2,by,1,1,1,149,332,1539,1,0,Brain-wide reconstruction of inhibitory circuits after traumatic brain injury
PMC9205862,Nature Communications,2022,10.1038/s41467-022-31184-9,by,1,1,1,159,727,283,1,0,Secondary through-space interactions facilitated single-molecule white-light emission from clusteroluminogens
PMC9187753,Nature Communications,2022,10.1038/s41467-022-31076-y,by,1,1,0,156,562,0,1,0,Hydrological control of river and seawater lithium isotopes
PMC9187667,Nature Communications,2022,10.1038/s41467-022-31021-z,by,1,1,0,127,536,0,1,1,High-resolution two-dimensional electronic spectroscopy reveals the homogeneous line profile of chromophores solvated in
PMC9169595,Nature Communications,2022,10.1038/s41467-022-30878-4,by,1,1,1,183,779,1363,1,0,Omicron-specific mRNA vaccination alone and as a heterologous booster against SARS-CoV-2
PMC9243032,Nature Communications,2022,10.1038/s41467-022-31189-4,by,1,1,1,154,1043,203,1,1,Two-band optical gain and ultrabright electroluminescence from colloidal quantum dots at 1000 A cm−2
PMC9232485,Nature Communications,2022,10.1038/s41467-022-31273-9,by,1,1,1,154,361,756,1,1,A structural and functional subdivision in central orbitofrontal cortex
PMC9166693,Nature Communications,2022,10.1038/s41467-022-30864-w,by,1,1,1,189,281,1131,1,0,Six-month follow-up of a booster dose of CoronaVac in two single-centre phase 2 clinical trials
PMC9209446,Nature Communications,2022,10.1038/s41467-022-31214-6,by,1,1,0,145,737,0,1,0,Structural basis of template strand deoxyuridine promoter recognition by a viral RNA polymerase
PMC9132894,Nature Communications,2022,10.1038/s41467-022-30634-8,by,1,1,1,162,820,356,1,1,Peptide nano-blanket impedes fibroblasts activation and subsequent formation of pre-metastatic niche
PMC9151786,Nature Communications,2022,10.1038/s41467-022-30771-0,by,1,1,1,161,487,575,1,1,Identification of positive and negative regulators of antiviral RNA interference in Arabidopsis thaliana
PMC9184637,Nature Communications,2022,10.1038/s41467-022-30951-y,by,1,1,1,152,891,218,1,1,Ultra-sensitive polarization-resolved black phosphorus homojunction photodetector defined by ferroelectric domains
PMC9174259,Nature Communications,2022,10.1038/s41467-022-30927-y,by,1,1,1,150,556,220,1,1,Small reorganization energy acceptors enable low energy losses in non-fullerene organic solar cells
PMC9233680,Nature Communications,2022,10.1038/s41467-022-31438-6,by,1,1,1,162,541,1065,1,1,FANCM promotes class I interfering crossovers and suppresses class II non-interfering crossovers in wheat meiosis
PMC9170728,Nature Communications,2022,10.1038/s41467-022-30495-1,by,1,1,1,146,762,1592,1,0,Unraveling the mechanism for paired electrocatalysis of organics with water as a feedstock
PMC9142486,Nature Communications,2022,10.1038/s41467-022-30738-1,by,1,1,0,158,458,0,1,1,ZrTe2/CrTe2: an epitaxial van der Waals platform for spintronics
PMC9132960,Nature Communications,2022,10.1038/s41467-022-30199-6,by,1,1,1,159,812,1267,1,1,"Functional and multiscale 3D structural investigation of brain tissue through correlative in vivo physiology, synchrotro"
PMC9130138,Nature Communications,2022,10.1038/s41467-022-30577-0,by,1,1,1,156,637,1339,1,1,Mechanism of nucleotide discrimination by the translesion synthesis polymerase Rev1
PMC9177837,Nature Communications,2022,10.1038/s41467-022-30879-3,by,1,1,1,183,437,677,1,0,Leukocyte cell-derived chemotaxin 2 is an antiviral regulator acting through the proto-oncogene MET
PMC9156758,Nature Communications,2022,10.1038/s41467-022-30758-x,by,1,1,0,167,648,0,1,1,Cryo-EM structures of human A2ML1 elucidate the protease-inhibitory mechanism of the A2M family
PMC9209539,Nature Communications,2022,10.1038/s41467-022-31174-x,by,1,1,0,144,343,0,1,0,Catalyst-free synthesis of sub-5 nm silicon nanowire arrays with massive lattice contraction and wide bandgap
PMC9163073,Nature Communications,2022,10.1038/s41467-022-30883-7,by,1,1,0,164,907,0,1,1,Aseismic slip and recent ruptures of persistent asperities along the Alaska-Aleutian subduction zone
PMC9127111,Nature Communications,2022,10.1038/s41467-022-30411-7,by,1,1,1,166,606,181,1,1,Kinetically restrained oxygen reduction to hydrogen peroxide with nearly 100% selectivity
PMC9203258,Nature Communications,2022,10.1038/s41467-022-31097-7,by,1,1,1,118,392,796,1,0,A global lipid map reveals host dependency factors conserved across SARS-CoV-2 variants
PMC9240075,Nature Communications,2022,10.1038/s41467-022-31292-6,by,1,1,1,148,921,952,1,0,Clonal reconstruction from co-occurrence of vector integration sites accurately quantifies expanding clones in vivo
PMC9203551,Nature Communications,2022,10.1038/s41467-022-30206-w,by,1,1,1,210,634,666,1,0,Study of the doubly charmed tetraquark
PMC9174235,Nature Communications,2022,10.1038/s41467-022-30542-x,by,1,1,1,213,477,388,1,1,Dual chirped microcomb based parallel ranging at megapixel-line rates
PMC9177852,Nature Communications,2022,10.1038/s41467-022-31015-x,by,1,1,1,155,507,1236,1,0,Defining TCRγδ lymphoproliferative disorders by combined immunophenotypic and molecular evaluation
PMC9178016,Nature Communications,2022,10.1038/s41467-022-30990-5,by,1,1,1,149,526,637,1,0,The impact of malaria-protective red blood cell polymorphisms on parasite biomass in children with severe Plasmodium fal
PMC9132997,Nature Communications,2022,10.1038/s41467-022-30697-7,by,1,1,1,102,479,1274,1,0,Rhodium-catalyzed selective direct arylation of phosphines with aryl bromides
PMC9184527,Nature Communications,2022,10.1038/s41467-022-30872-w,by,1,1,1,150,723,1106,1,0,Physiological adaptive traits are a potential allele reservoir for maize genetic progress under challenging conditions
PMC9215144,Nature Communications,2022,10.1038/s41467-022-31307-2,by,0,0,0,0,0,0,0,0,Author Correction: Disease-economy trade-offs under alternative epidemic control strategies
PMC9205936,Nature Communications,2022,10.1038/s41467-022-31065-1,by,0,0,0,0,0,0,0,0,Reply to: Evidence confirms an anthropic origin of Amazonian Dark Earths
PMC9126911,Nature Communications,2022,10.1038/s41467-022-30545-8,by,1,1,1,147,695,649,1,0,Cell cycle gene regulation dynamics revealed by RNA velocity and deep-learning
PMC9123011,Nature Communications,2022,10.1038/s41467-022-30151-8,by,0,0,0,0,0,0,0,0,Reply to “Marine abundance and its prehistoric past in the Baltic”
PMC9203767,Nature Communications,2022,10.1038/s41467-022-31044-6,by,1,1,1,196,837,602,1,0,Catalytical nano-immunocomplexes for remote-controlled sono-metabolic checkpoint trimodal cancer therapy
PMC9130511,Nature Communications,2022,10.1038/s41467-022-30260-4,by,1,1,1,155,638,227,1,1,Ultra-dense dislocations stabilized in high entropy oxide ceramics
PMC9246976,Nature Communications,2022,10.1038/s41467-022-31484-0,by,1,1,1,155,633,168,1,1,Promoting biomass electrooxidation via modulating proton and oxygen anion deintercalation in hydroxide
PMC9188573,Nature Communications,2022,10.1038/s41467-022-31035-7,by,1,1,1,165,597,529,1,1,Antigen glycosylation regulates efficacy of CAR T cells targeting CD19
PMC9075954,eLife,2022,10.7554/eLife.75688.sa2,by,1,1,1,215,1073,2864,1,1,Flexible utilization of spatial- and motor-based codes for the storage of visuo-spatial information
PMC9098221,eLife,2022,10.7554/eLife.73523.sa2,by,1,1,1,188,854,742,1,1,Inositol polyphosphate multikinase physically binds to the SWI/SNF complex and modulates BRG1 occupancy in mouse embryon
PMC8816384,eLife,2022,10.7554/eLife.74557.sa2,by,1,1,1,220,638,1300,1,0,The transcriptional corepressor CTBP-1 acts with the SOX family transcription factor EGL-13 to maintain AIA interneuron 
PMC9129876,eLife,2022,10.7554/eLife.72103.sa2,by,1,1,1,291,397,923,1,0,The DNA sensors AIM2 and IFI16 are SLE autoantigens that bind neutrophil extracellular traps
PMC8940180,eLife,2022,10.7554/eLife.72460.sa2,by,1,1,1,237,1167,2345,1,1,Phylogenomic analyses of echinoid diversification prompt a re-evaluation of their fossil record
PMC9246365,eLife,2022,10.7554/eLife.72083.sa2,by,1,1,1,204,1177,1292,1,1,High-throughput Plasmodium falciparum hrp2 and hrp3 gene deletion typing by digital PCR to monitor malaria rapid diagnos
PMC8751199,eLife,2022,10.7554/eLife.67301.sa2,by,1,1,1,153,654,842,1,1,Human monoclonal antibodies against Staphylococcus aureus surface antigens recognize in vitro and in vivo biofilm
PMC9090334,eLife,2022,10.7554/eLife.73913.sa2,by,1,1,1,202,355,1916,1,0,SDR enzymes oxidize specific lipidic alkynylcarbinols into cytotoxic protein-reactive species
PMC8942468,eLife,2022,10.7554/eLife.69734.sa2,by,1,1,1,218,858,1546,1,0,Dysregulated heparan sulfate proteoglycan metabolism promotes Ewing sarcoma tumor growth
PMC8967382,eLife,2022,10.7554/eLife.74937.sa2,by,1,1,1,200,1178,1713,1,1,First-order visual interneurons distribute distinct contrast and luminance information across ON and OFF pathways to ach
PMC9110028,eLife,2022,10.7554/eLife.75219.sa2,by,1,1,1,152,617,2835,1,1,Kv3.3 subunits control presynaptic action potential waveform and neurotransmitter release at a central excitatory synaps
PMC9213001,eLife,2022,10.7554/eLife.75090.sa2,by,1,1,1,152,696,1953,1,0,Cortical adaptation to sound reverberation
PMC9173744,eLife,2022,10.7554/eLife.74062.sa2,by,1,1,1,195,746,1113,1,0,Fast bacterial growth reduces antibiotic accumulation and efficacy
PMC9262386,eLife,2022,10.7554/eLife.74443.sa2,by,1,1,1,146,434,484,1,0,Efferocytosis of SARS-CoV-2-infected dying cells impairs macrophage anti-inflammatory functions and clearance of apoptot
PMC8923664,eLife,2022,10.7554/eLife.75753.sa2,by,1,1,1,206,759,816,1,0,Fracture healing is delayed in the absence of gasdermin-interleukin-1 signaling
PMC9217133,eLife,2022,10.7554/eLife.75551.sa2,by,1,1,1,186,541,659,1,0,Quantifying concordant genetic effects of de novo mutations on multiple disorders
PMC9249392,eLife,2022,10.7554/eLife.76485.sa2,by,1,1,1,208,532,512,1,1,Visualizing molecules of functional human profilin
PMC8947760,eLife,2022,10.7554/eLife.73360.sa2,by,1,1,1,126,348,1063,1,1,TIGAR deficiency enhances skeletal muscle thermogenesis by increasing neuromuscular junction cholinergic signaling
PMC8923659,eLife,2022,10.7554/eLife.77544,by,0,0,0,21,0,0,0,1,All eyes on attention
PMC8816380,eLife,2022,10.7554/eLife.70207.sa2,by,1,1,1,185,851,893,1,0,Widespread discrepancy in Nnt genotypes and genetic backgrounds complicates granzyme A and other knockout mouse studies
PMC8963886,eLife,2022,10.7554/eLife.74500.sa2,by,1,1,1,126,669,952,1,1,Monkey plays Pac-Man with compositional strategies and hierarchical decision-making
PMC9177150,eLife,2022,10.7554/eLife.72929.sa2,by,1,1,1,218,842,2171,1,1,Lead-OR: A multimodal platform for deep brain stimulation surgery
PMC9177149,eLife,2022,10.7554/eLife.72780.sa2,,0,0,0,0,0,0,0,0,METTL18-mediated histidine methylation of RPL3 modulates translation elongation for proteostasis maintenance
PMC8846590,eLife,2022,10.7554/eLife.74419.sa2,by,1,1,1,173,942,842,1,1,Host-pathogen genetic interactions underlie tuberculosis susceptibility in genetically diverse mice
PMC9150894,eLife,2022,10.7554/eLife.76804.sa2,by,1,1,1,154,766,1744,1,1,The interferon-inducible GTPase MxB promotes capsid disassembly and genome release of herpesviruses
PMC9208754,eLife,2022,10.7554/eLife.76027.sa2,by,1,1,1,182,1065,601,1,1,The role of surface adhesion on the macroscopic wrinkling of biofilms
PMC8959605,eLife,2022,10.7554/eLife.73208.sa2,by,1,1,1,169,752,1929,1,0,Critical role for isoprenoids in apicoplast biogenesis by malaria parasites
PMC8959598,eLife,2022,10.7554/eLife.75466.sa2,by,1,1,1,190,992,1509,1,0,YAP1 activation by human papillomavirus E7 promotes basal cell identity in squamous epithelia
PMC8752094,eLife,2022,10.7554/eLife.70017.sa2,by,1,1,1,199,616,1744,1,1,Directed evolution of the rRNA methylating enzyme Cfr reveals molecular basis of antibiotic resistance
PMC8887902,eLife,2022,10.7554/eLife.69977.sa2,by,1,1,1,150,774,2040,1,1,Left hemisphere dominance for bilateral kinematic encoding in the human brain
PMC9239673,eLife,2022,10.7554/eLife.80552,by,0,0,0,23,0,0,0,1,Taking on SARS-CoV-2
PMC8920507,eLife,2022,10.7554/eLife.68133.sa2,by,1,1,1,159,987,2144,1,1,Coding of chromatic spatial contrast by macaque V1 neurons
PMC9246364,eLife,2022,10.7554/eLife.80416,by,0,0,0,21,0,0,0,0,A squash and a squeeze
PMC8824477,eLife,2022,10.7554/eLife.73516.sa2,by,1,1,1,239,783,1820,1,0,Adaptation of the periplasm to maintain spatial constraints essential for cell envelope processes and cell viability
PMC9110030,eLife,2022,10.7554/eLife.74322.sa2,by,1,1,1,176,931,1618,1,1,Drosophila nicotinic acetylcholine receptor subunits and their native interactions with insecticidal peptide toxins
PMC8837202,eLife,2022,10.7554/eLife.73534.sa2,by,1,1,1,186,612,1214,1,1,The MIDAS domain of AAA mechanoenzyme Mdn1 forms catch bonds with two different substrates
PMC9054131,eLife,2022,10.7554/eLife.76823.sa2,by,1,1,0,147,341,0,1,0,Cryo-EM structure of the human somatostatin receptor 2 complex with its agonist somatostatin delineates the ligand-bindi
PMC9018068,eLife,2022,10.7554/eLife.77393.sa2,by,1,1,1,158,810,1160,1,1,MCMBP promotes the assembly of the MCM2–7 hetero-hexamer to ensure robust DNA replication in human cells
PMC8903825,eLife,2022,10.7554/eLife.77349,by,0,0,0,26,0,0,0,1,Accelerometer-based analyses of animal sleep patterns
PMC8758136,eLife,2022,10.7554/eLife.61389.sa2,by,1,1,1,149,875,2304,1,0,Drosophila p53 isoforms have overlapping and distinct functions in germline genome integrity and oocyte quality control
PMC9333993,eLife,2022,10.7554/eLife.74159.sa2,by,1,1,1,199,742,2962,1,0,Convergent mosaic brain evolution is associated with the evolution of novel electrosensory systems in teleost fishes
PMC8846582,eLife,2022,10.7554/eLife.70521.sa2,by,1,1,1,214,1291,623,1,1,Broca's cerebral asymmetry reflects gestural communication's lateralisation in monkeys (Papio anubis)
PMC8856651,eLife,2022,10.7554/eLife.66646.sa2,by,1,1,0,156,407,0,1,1,A novel gene ZNF862 causes hereditary gingival fibromatosis
PMC8860448,eLife,2022,10.7554/eLife.70921.sa2,by,1,1,1,144,690,1230,1,1,Subcellular proteomics of dopamine neurons in the mouse brain
PMC9170241,eLife,2022,10.7554/eLife.55528.sa2,by,1,1,1,157,695,2611,1,1,Proximal CA1 20–40 Hz power dynamics reflect trial-specific information processing supporting nonspatial sequence memory
PMC8813054,eLife,2022,10.7554/eLife.63998.sa2,by,1,1,1,151,806,1774,1,0,Gut microbe-targeted choline trimethylamine lyase inhibition improves obesity via rewiring of host circadian rhythms
PMC8860446,eLife,2022,10.7554/eLife.75065.sa2,by,1,1,1,164,644,1451,1,1,Rapid odor processing by layer 2 subcircuits in lateral entorhinal cortex
PMC9132575,eLife,2022,10.7554/eLife.72824.sa2,by,1,1,1,238,645,1920,1,0,"Structural, mechanistic, and physiological insights into phospholipase A-mediated membrane phospholipid degradation in P"
PMC9203052,eLife,2022,10.7554/eLife.76391.sa2,by,1,1,1,220,883,582,1,1,Elevated brain-derived cell-free DNA among patients with first psychotic episode – a proof-of-concept study
PMC9177148,eLife,2022,10.7554/eLife.76661.sa2,by,1,1,1,234,410,1411,1,1,Squamation and scale morphology at the root of jawed vertebrates
PMC9042233,eLife,2022,10.7554/eLife.73153.sa2,by,1,1,1,203,766,3035,1,1,"The Digital Brain Bank, an open access platform for post-mortem imaging datasets"
PMC8887895,eLife,2022,10.7554/eLife.73777.sa2,by,1,1,1,181,746,1119,1,0,Chemogenetics defines a short-chain fatty acid receptor gut–brain axis
PMC8865850,eLife,2022,10.7554/eLife.69504.sa2,by,1,1,1,143,708,530,1,1,"PEAR, a flexible fluorescent reporter for the identification and enrichment of successfully prime edited cells"
PMC8979584,eLife,2022,10.7554/eLife.78890,by,1,0,0,102,0,0,0,1,Why both sides of the gender equation matter
PMC8806185,eLife,2022,10.7554/eLife.72458.sa2,by,1,1,1,218,783,837,1,1,An intestinally secreted host factor promotes microsporidia invasion of C. elegans
PMC8525744,PLoS Biology,2021,10.1371/journal.pbio.3001419,,0,0,0,0,0,0,0,0,A field guide to cultivating computational biology
PMC6892554,PLoS Biology,2019,10.1371/journal.pbio.3000530,by,1,1,1,203,677,1515,1,0,Type I interferon limits mast cell–mediated anaphylaxis by controlling secretory granule homeostasis
PMC8284830,PLoS Biology,2021,10.1371/journal.pbio.3001323,by,1,1,1,153,567,1138,1,1,Synaptotagmin-7–mediated activation of spontaneous NMDAR currents is disrupted in bipolar disorder susceptibility varian
PMC9154105,PLoS Biology,2022,10.1371/journal.pbio.3001669,by,1,1,1,219,1246,972,0,0,Recommendations for improving statistical inference in population genomics
PMC7793280,PLoS Biology,2020,10.1371/journal.pbio.3001051,by,1,1,1,186,585,1136,1,0,Regulation of glial size by eicosapentaenoic acid through a novel Golgi apparatus mechanism
PMC8545432,PLoS Biology,2021,10.1371/journal.pbio.3001428.r008,by,1,1,1,151,515,1352,1,1,The novel anti-CRISPR AcrIIA22 relieves DNA torsion in target plasmids and impairs SpyCas9 activity
PMC7081985,PLoS Biology,2020,10.1371/journal.pbio.3000658.r006,by,1,1,1,181,1015,1915,1,0,Neural oscillations in the fronto-striatal network predict vocal output in bats
PMC8509931,PLoS Biology,2021,10.1371/journal.pbio.3001429,by,0,0,0,0,0,0,0,0,Correction: Social Opportunity Produces Brain Changes in Fish
PMC8213133,PLoS Biology,2021,10.1371/journal.pbio.3001293,by,0,0,0,41,0,0,0,0,Atypical and inflexible visual encoding in autism spectrum disorder
PMC8423302,PLoS Biology,2021,10.1371/journal.pbio.3001352,by,1,1,1,156,581,1859,1,0,The antiviral state has shaped the CpG composition of the vertebrate interferome to avoid self-targeting
PMC7447270,PLoS Biology,2020,10.1371/journal.pbio.3000826.r006,by,1,1,1,151,618,1673,1,0,CaMKII controls neuromodulation via neuropeptide gene expression and axonal targeting of neuropeptide vesicles
PMC8568113,PLoS Biology,2021,10.1371/journal.pbio.3001257.r006,by,1,1,1,288,2084,1120,1,1,Fitness costs of female choosiness are low in a socially monogamous songbird
PMC7425987,PLoS Biology,2020,10.1371/journal.pbio.3000792.r006,by,1,1,1,194,490,2025,1,1,Heritable gene expression variability and stochasticity govern clonal heterogeneity in circadian period
PMC7413564,PLoS Biology,2020,10.1371/journal.pbio.3000782.r006,by,1,1,1,266,914,1221,1,1,"Phase separation of Arabidopsis EMB1579 controls transcription, mRNA splicing, and development"
PMC7141696,PLoS Biology,2020,10.1371/journal.pbio.3000688,by,1,1,1,173,605,1418,1,1,Urolithin A exerts antiobesity effects through enhancing adipose tissue thermogenesis in mice
PMC8205123,PLoS Biology,2021,10.1371/journal.pbio.3001282,by,1,0,1,98,0,166,0,0,Promoting inclusive metrics of success and impact to dismantle a discriminatory reward system in science
PMC8136727,PLoS Biology,2021,10.1371/journal.pbio.3000939.r010,by,1,1,1,206,411,899,1,1,Extracellular DJ-1 induces sterile inflammation in the ischemic brain
PMC6786542,PLoS Biology,2019,10.1371/journal.pbio.3000427,by,1,1,1,236,656,1360,1,1,Shaping of a three-dimensional carnivorous trap through modulation of a planar growth mechanism
PMC7094824,PLoS Biology,2020,10.1371/journal.pbio.3000693,by,1,0,0,181,0,0,0,1,Frontloading selectivity: A third way in scientific publishing?
PMC8509860,PLoS Biology,2021,10.1371/journal.pbio.3001406,by,1,1,1,213,879,1488,1,1,Individual bacteria in structured environments rely on phenotypic resistance to phage
PMC9129914,PLoS Biology,2022,10.1371/journal.pbio.3001622,by,1,1,0,135,640,0,1,1,Transcriptome-wide mapping reveals a diverse dihydrouridine landscape including mRNA
PMC7523956,PLoS Biology,2020,10.1371/journal.pbio.3000636.r008,by,1,1,1,301,588,3186,1,0,Millipede genomes reveal unique adaptations during myriapod evolution
PMC7942998,PLoS Biology,2021,10.1371/journal.pbio.3001100,by,1,1,1,102,3685,218,0,1,Rebuild the Academy: Supporting academic mothers during COVID-19 and beyond
PMC7274447,PLoS Biology,2020,10.1371/journal.pbio.3000746,by,1,1,1,169,680,514,1,1,Structure of TBC1D23 N-terminus reveals a novel role for rhodanese domain
PMC9162332,PLoS Biology,2022,10.1371/journal.pbio.3001657.r005,by,0,1,1,430,811,1138,1,1,Multiple molecular events underlie stochastic switching between 2 heritable cell states in fungi
PMC8354472,PLoS Biology,2021,10.1371/journal.pbio.3001309.r006,by,1,1,1,281,584,3295,1,1,Massive colonization of protein-coding exons by selfish genetic elements in Paramecium germline genomes
PMC9116668,PLoS Biology,2022,10.1371/journal.pbio.3001635.r008,by,1,1,1,210,710,659,1,0,Integrin–ECM interactions and membrane-associated Catalase cooperate to promote resilience of the Drosophila intestinal 
PMC8043411,PLoS Biology,2021,10.1371/journal.pbio.3000751.r008,by,1,1,1,263,859,2557,1,1,Neurocognitive processing efficiency for discriminating human non-alarm rather than alarm scream calls
PMC7853530,PLoS Biology,2021,10.1371/journal.pbio.3001043.r006,by,1,1,1,208,1354,1518,1,0,Systematic analyses of the MIR172 family members of Arabidopsis define their distinct roles in regulation of APETALA2 du
PMC8673631,PLoS Biology,2021,10.1371/journal.pbio.3001468,by,1,1,1,262,1124,2139,1,1,"Cysteine and iron accelerate the formation of ribose-5-phosphate, providing insights into the evolutionary origins of th"
PMC6786512,PLoS Biology,2019,10.1371/journal.pbio.3000385,,0,0,0,0,0,0,0,0,"The NIH Open Citation Collection: A public access, broad coverage resource"
PMC7815211,PLoS Biology,2021,10.1371/journal.pbio.3001060.r008,by,1,1,1,233,667,1925,1,0,Ectoderm to mesoderm transition by down-regulation of actomyosin contractility
PMC8741300,PLoS Biology,2021,10.1371/journal.pbio.3001490,by,1,1,1,228,711,2360,1,0,A genome-wide CRISPR screen identifies interactors of the autophagy pathway as conserved coronavirus targets
PMC6980695,PLoS Biology,2020,10.1371/journal.pbio.3000591.r006,by,1,1,1,154,674,1432,1,0,Yap suppresses T-cell function and infiltration in the tumor microenvironment
PMC8386844,PLoS Biology,2021,10.1371/journal.pbio.3001368,by,0,0,0,41,0,0,0,1,Macroevolutionary thermodynamics: Temperature and the tempo of evolution in the tropics
PMC6936868,PLoS Biology,2019,10.1371/journal.pbio.3000573,by,1,1,1,137,386,237,1,0,Universal antibiotic tolerance arising from antibiotic-triggered accumulation of pyocyanin in Pseudomonas aeruginosa
PMC8936469,PLoS Biology,2022,10.1371/journal.pbio.3001578.r005,by,1,1,1,161,455,1331,1,1,A light-inducible protein clustering system for in vivo analysis of α-synuclein aggregation in Parkinson disease
PMC7217448,PLoS Biology,2020,10.1371/journal.pbio.3000674.r006,by,1,1,1,85,262,477,1,1,"Thalamic, cortical, and amygdala involvement in the processing of a natural sound cue of danger"
PMC9067641,PLoS Biology,2022,10.1371/journal.pbio.3001623,by,0,0,0,39,0,0,0,0,Molecular biology for green recovery—A call for action
PMC7608951,PLoS Biology,2020,10.1371/journal.pbio.3000891,,0,0,0,0,0,0,0,0,Interphase-arrested Drosophila embryos activate zygotic gene expression and initiate mid-blastula transition events at a
PMC6797223,PLoS Biology,2019,10.1371/journal.pbio.3000485.r005,by,1,1,1,150,209,311,1,1,A rotifer-derived paralytic compound prevents transmission of schistosomiasis to a mammalian host
PMC6808508,PLoS Biology,2019,10.1371/journal.pbio.3000496,by,1,1,1,220,746,549,1,0,Molecular basis for the PAM expansion and fidelity enhancement of an evolved Cas9 nuclease
PMC8765667,PLoS Biology,2021,10.1371/journal.pbio.3001065.r009,by,1,1,1,229,492,1238,1,0,Elevated temperature inhibits SARS-CoV-2 replication in respiratory epithelium independently of IFN-mediated innate immu
PMC8675916,PLoS Biology,2021,10.1371/journal.pbio.3001475,by,1,1,1,164,3231,317,0,0,Riddled with holes: Understanding air space formation in plant leaves
